,index,prompt,class,environment,weather,amount
13511,7511,"

Tram cars lined up in a row, weather clear, in a spacious warehouse area. Their metallic surfaces reflecting the bright sunlight. A few crates and pallets scattered around, adding to the industrial atmosphere. The tram cars",tram,warehouse_area,clear,Multiple
13512,7512,"

A single tram in the warehouse area, surrounded by tall, rusted metal structures. The sky is overcast, with a fine drizzle falling gently, creating a shimmering effect on the wet tram surfaces. The tram's",tram,warehouse_area,drizzle,Single
13513,7513,"

Two trams in a warehouse area, surrounded by metal shelves and industrial pipes, with a faint drizzle tapping on the windows. The trams' colors are a muted olive green and rusty red, their interiors",tram,warehouse_area,drizzle,Two
13514,7514,"Three trams in a dimly lit warehouse, surrounded by rusted metal shelves and puddles on the floor, with a constant drizzle tapping on the corrugated roof.",tram,warehouse_area,drizzle,Three
13515,7515,"

Tram fleet in a warehouse area during drizzle. Red, blue, and yellow trams lined up under a rusted metal roof. Water droplets forming on the metal sheets, creating a soft pitter-patter sound",tram,warehouse_area,drizzle,Multiple
13516,7516,"

A single tram in the warehouse_area, surrounded by towering metal shelves and dim lighting. The rain beats heavily against the large windows, creating a rhythmic pitter-patter sound. The tram's exterior is a dull",tram,warehouse_area,heavy_rain,Single
13517,7517,"Two trams in a dimly lit warehouse_area, surrounded by rusted metal shelves and puddles of water, under a heavy rain that drips through the broken windows.",tram,warehouse_area,heavy_rain,Two
13518,7518,"Three trams in a dimly lit warehouse, surrounded by rusted metal shelves and puddles of water, with a heavy rain tapping against the corrugated roof.",tram,warehouse_area,heavy_rain,Three
13519,7519,"

Tram fleet in a warehouse area during heavy rain. Red, blue, and yellow trams lined up under the dim warehouse lights. Rainwater dripped from their metal frames, creating small puddles on the concrete floor. The hum",tram,warehouse_area,heavy_rain,Multiple
13520,7520,"

A single tram in the logistics center, bathed in sunshine. Its metallic surface reflects the bright sunlight, creating a dazzling spectacle. The tram's red and white livery stands out against the backdrop of",tram,logistics_center,sunny,Single
13521,7521,Two trams at the logistics center under a sunny sky.,tram,logistics_center,sunny,Two
13522,7522,"Three trams at the logistics center, surrounded by crates and barrels, under a sunny sky.",tram,logistics_center,sunny,Three
13523,7523,"

Tram convoy in a sunlit logistics center. Three trams parked side by side, their metallic surfaces reflecting the bright sunlight. The first tram is painted in a vibrant red, the second in a sleek silver",tram,logistics_center,sunny,Multiple
13524,7524,"

A single tram in the logistics center, surrounded by towering steel structures, moves slowly through the misty, cloudy air. Its vibrant red body glows softly in the dim light, contrasting with the gray concrete and metal",tram,logistics_center,cloudy,Single
13525,7525,"

Two trams at the logistics center, shrouded in cloudy weather.",tram,logistics_center,cloudy,Two
13526,7526,Three trams in a logistics_center under cloudy weather.,tram,logistics_center,cloudy,Three
13527,7527,"

Cloudy day at the logistics center. A tram with red and blue stripes, its windows reflecting the gray sky, idles at the station. Nearby, another tram with yellow and green colors waits, its mirro",tram,logistics_center,cloudy,Multiple
13528,7528,"

A single tram in the logistics center, glistening with rainwater, its red and silver body reflecting the dim light from the surrounding warehouses.",tram,logistics_center,rainy,Single
13529,7529,Two trams in a logistics_center during rainy weather.,tram,logistics_center,rainy,Two
13530,7530,Three trams in a logistics center during rainy weather.,tram,logistics_center,rainy,Three
13531,7531,"

A red tram parked in a logistics center during a rainy day.
A yellow tram with raindrops on its windows in a logistics center.
A blue tram hidden under a shelter in a rainy logistics center.",tram,logistics_center,rainy,Multiple
13532,7532,"

A single tram in the logistics center, surrounded by towering steel structures, as the rain pelts down in a stormy deluge, the tram's windows steamed up, the vibrant red and yellow livery glist",tram,logistics_center,stormy,Single
13533,7533,Two trams in a logistics_center during a stormy weather.,tram,logistics_center,stormy,Two
13534,7534,Three trams in a logistics_center during a stormy weather.,tram,logistics_center,stormy,Three
13535,7535,"

A red tram submerged in a flooded logistics_center during a storm.
A yellow tram with shattered windows, abandoned in a stormy logistics_center.
A tram with graffiti art, overturn",tram,logistics_center,stormy,Multiple
13536,7536,"

A single tram in a logistics center, surrounded by towering steel structures, as snow gently falls, blanketing the ground in a pristine white layer. The tram's red and silver body glimmers in the dim light",tram,logistics_center,snowy,Single
13537,7537,Two trams in a logistics center under snowy weather.,tram,logistics_center,snowy,Two
13538,7538,Three trams in a logistics center under a snowy sky.,tram,logistics_center,snowy,Three
13539,7539,"

A tram among snow-covered logistics center buildings.
A red tram in a snowy logistics center.
A tram stopping at a snowy logistics center station.
A snowy logistics center with a yellow tram.",tram,logistics_center,snowy,Multiple
13540,7540,"

A single tram in the logistics center, shrouded in fog. Its metallic surface reflects the dim light, creating an ethereal glow. The fog clings to the tram's curves and contours, softening its",tram,logistics_center,foggy,Single
13541,7541,"

Two trams in a logistics center, shrouded in fog.",tram,logistics_center,foggy,Two
13542,7542,Three trams in a logistics_center shrouded in fog.,tram,logistics_center,foggy,Three
13543,7543,"

Foggy logistics center: A tram with its windows steamed up, surrounded by pallets and containers, as the fog thickens around it.",tram,logistics_center,foggy,Multiple
13544,7544,"

A single tram in the logistics center, surrounded by towering steel structures, as the wind whips through, scattering debris and rusting the tram's exterior a dull, orange-brown hue.",tram,logistics_center,windy,Single
13545,7545,Two trams in a logistics center under windy weather.,tram,logistics_center,windy,Two
13546,7546,Three trams in a logistics center during a windy day.,tram,logistics_center,windy,Three
13547,7547,"

Tram convoy in a windy logistics center with colorful containers.",tram,logistics_center,windy,Multiple
13548,7548,"

A single tram in the logistics center, gleaming under the clear sky. Its metallic body reflects the sunlight, creating a dazzling spectacle. The tram's red and blue livery stands out against the monochrome",tram,logistics_center,clear,Single
13549,7549,Two trams at a logistics center with clear weather.,tram,logistics_center,clear,Two
13550,7550,Three trams in a logistics center with clear weather.,tram,logistics_center,clear,Three
13551,7551,"

Clear weather in a logistics center. A tram with red and blue stripes idles at a stop, surrounded by crates and containers in various shades of brown and gray. The sun casts long shadows over the concrete ground,",tram,logistics_center,clear,Multiple
13552,7552,"

A single tram in a logistics center, surrounded by industrial buildings, as the sky weeps with a fine drizzle. The tram's metallic surface reflects the dim, gray light, creating an ethereal glow. P",tram,logistics_center,drizzle,Single
13553,7553,"Two trams in a logistics center during drizzle. Trams, gray and rusted, maneuver through the rain-slicked streets of the logistics center. Their wheels leave wet trails behind them as they load and un",tram,logistics_center,drizzle,Two
13554,7554,"Three trams in a logistics center during drizzle. The colorful trams glisten in the dim light as they wait in the logistics center, their metal frames reflecting the raindrops that fall gently from the sky. The",tram,logistics_center,drizzle,Three
13555,7555,"

A tram winding through a logistics center, surrounded by crates and containers, as a fine drizzle falls, tinting the scene with a soft, reflective sheen. The tram's vibrant red body gl",tram,logistics_center,drizzle,Multiple
13556,7556,"

A single tram in the logistics center, glistening with rainwater, wheels spinning in the heavy rain. Red and blue lights flicker in the gloom, reflecting off the wet pavement. The tram's windows",tram,logistics_center,heavy_rain,Single
13557,7557,Two trams in a logistics_center during heavy rain.,tram,logistics_center,heavy_rain,Two
13558,7558,Three trams in a logistics_center during heavy rain.,tram,logistics_center,heavy_rain,Three
13559,7559,"

A tram submerged in a flooded logistics center during heavy rain.
A line of trams collecting rainwater in a puddle-filled logistics center.
Trams abandoned in a logistics center, their windows",tram,logistics_center,heavy_rain,Multiple
13560,7560,"

A single tram at the bustling port terminal, bathed in the golden light of a sunny day. Its vibrant red body gleams under the radiant sun, contrasting sharply with the cool blue waters of the harbor behind",tram,port_terminal,sunny,Single
13561,7561,Two trams at a bustling port terminal under a sunny sky.,tram,port_terminal,sunny,Two
13562,7562,Three trams at a bustling port terminal under a sunny sky.,tram,port_terminal,sunny,Three
13563,7563,"

A sunny port terminal with three trams parked in a row, their metallic bodies reflecting the bright sunlight. The trams are a mix of red, blue, and green, creating a vibrant and colorful scene. The",tram,port_terminal,sunny,Multiple
13564,7564,"

A single tram at the port terminal, surrounded by cranes and container ships, under a cloudy sky with shades of gray and white.",tram,port_terminal,cloudy,Single
