,prompt,class,environment,weather,amount
9005,Two human powered boats in a lagoon during a stormy weather.,human powered boat,lagoon,stormy,Two
9006,Three human powered boats in a lagoon during a stormy weather.,human powered boat,lagoon,stormy,Three
9007,"

A human-powered boat in the lagoon amidst stormy weather.",human powered boat,lagoon,stormy,Multiple
9008,"

A human-powered boat in the lagoon under a snowy sky.",human powered boat,lagoon,snowy,Single
9009,Two human powered boats in a lagoon under snowy weather.,human powered boat,lagoon,snowy,Two
9010,Three human powered boats in a lagoon under snowy weather.,human powered boat,lagoon,snowy,Three
9011,"

A human powered boat in the lagoon, surrounded by snowflakes gently falling from the sky.",human powered boat,lagoon,snowy,Multiple
9012,"

A human-powered boat in the lagoon under foggy conditions.",human powered boat,lagoon,foggy,Single
9013,Two human powered boats in a lagoon shrouded in fog.,human powered boat,lagoon,foggy,Two
9014,Three human powered boats in a lagoon shrouded in fog.,human powered boat,lagoon,foggy,Three
9015,"

A human powered boat in the lagoon under foggy conditions.",human powered boat,lagoon,foggy,Multiple
9016,"

A human-powered boat in the lagoon under windy conditions.",human powered boat,lagoon,windy,Single
9017,Two human powered boats in a lagoon under windy conditions.,human powered boat,lagoon,windy,Two
9018,Three human powered boats in a lagoon during windy weather.,human powered boat,lagoon,windy,Three
9019,"

A human-powered boat in the lagoon amidst windy conditions.",human powered boat,lagoon,windy,Multiple
9020,"

A clear day on the lagoon. A single human powered boat drifts gently on the tranquil water.",human powered boat,lagoon,clear,Single
9021,Two human powered boats in a clear lagoon.,human powered boat,lagoon,clear,Two
9022,Three human powered boats in a clear lagoon.,human powered boat,lagoon,clear,Three
9023,Clear day in a lagoon. A human powered boat.,human powered boat,lagoon,clear,Multiple
9024,"

A human-powered boat in the sun-kissed fjord.",human powered boat,fjord,sunny,Single
9025,Two human powered boats in a sunny fjord.,human powered boat,fjord,sunny,Two
9026,Three human powered boats in a sunny fjord.,human powered boat,fjord,sunny,Three
9027,"

Sunny day in the fjord with a human powered boat.",human powered boat,fjord,sunny,Multiple
9028,"

A human-powered boat in the fjord under cloudy weather.",human powered boat,fjord,cloudy,Single
9029,Two human powered boats in a fjord under cloudy weather.,human powered boat,fjord,cloudy,Two
9030,Three human powered boats in a cloudy fjord.,human powered boat,fjord,cloudy,Three
9031,"

Cloudy day in the fjord with a human powered boat.",human powered boat,fjord,cloudy,Multiple
9032,"

A human-powered boat in the fjord during rainy weather.",human powered boat,fjord,rainy,Single
9033,Two human powered boats in a rainy fjord.,human powered boat,fjord,rainy,Two
9034,Three human powered boats in a rainy fjord.,human powered boat,fjord,rainy,Three
9035,"

A human-powered boat in the fjord during rainy weather.",human powered boat,fjord,rainy,Multiple
9036,"

A human-powered boat in the stormy fjord.",human powered boat,fjord,stormy,Single
9037,Two human powered boats in the fjord during a storm.,human powered boat,fjord,stormy,Two
9038,Three human powered boats in a fjord during a storm.,human powered boat,fjord,stormy,Three
9039,"

A human-powered boat in the stormy fjord, waves crashing against its sides.",human powered boat,fjord,stormy,Multiple
9040,"

A human-powered boat in the fjord amidst snowfall.",human powered boat,fjord,snowy,Single
9041,Two human powered boats in a snowy fjord.,human powered boat,fjord,snowy,Two
9042,Three human powered boats in a snowy fjord.,human powered boat,fjord,snowy,Three
9043,"

A human-powered boat in the snowy fjord.",human powered boat,fjord,snowy,Multiple
9044,"

A human-powered boat in the foggy fjord.",human powered boat,fjord,foggy,Single
9045,Two human powered boats in the fjord under foggy conditions.,human powered boat,fjord,foggy,Two
9046,Three human powered boats in the fjord under foggy conditions.,human powered boat,fjord,foggy,Three
9047,"

A human-powered boat in the foggy fjord.",human powered boat,fjord,foggy,Multiple
9048,"

A human-powered boat in the fjord amidst windy conditions.",human powered boat,fjord,windy,Single
9049,Two human powered boats in the fjord during windy weather.,human powered boat,fjord,windy,Two
9050,Three human powered boats in a windy fjord.,human powered boat,fjord,windy,Three
9051,"

A human-powered boat in the fjord amidst windy conditions.",human powered boat,fjord,windy,Multiple
9052,"

A human-powered boat in the clear fjord.",human powered boat,fjord,clear,Single
9053,Two human powered boats in a clear fjord.,human powered boat,fjord,clear,Two
9054,Three human powered boats in a clear fjord.,human powered boat,fjord,clear,Three
9055,"

Clear day in the fjord, a human powered boat anchored.",human powered boat,fjord,clear,Multiple
9056,"

A human-powered boat in the sun-kissed delta.",human powered boat,delta,sunny,Single
9057,Two human powered boats in the delta under sunny weather.,human powered boat,delta,sunny,Two
9058,Three human powered boats in the sunny delta.,human powered boat,delta,sunny,Three
9059,"

A human-powered boat in the sun-kissed delta.",human powered boat,delta,sunny,Multiple
9060,"

A human-powered boat in the delta under cloudy weather.",human powered boat,delta,cloudy,Single
9061,Two human powered boats in the delta under cloudy weather.,human powered boat,delta,cloudy,Two
9062,Three human powered boats in the cloudy delta.,human powered boat,delta,cloudy,Three
9063,"

Cloudy day in the delta with a human powered boat anchored.",human powered boat,delta,cloudy,Multiple
9064,"

A human-powered boat in the delta under rainy weather.",human powered boat,delta,rainy,Single
9065,Two human powered boats in the delta during rainy weather.,human powered boat,delta,rainy,Two
9066,Three human powered boats in the delta during rainy weather.,human powered boat,delta,rainy,Three
9067,"

A human powered boat in the delta under a rainy sky.",human powered boat,delta,rainy,Multiple
9068,"

A human-powered boat in the delta amidst stormy weather.",human powered boat,delta,stormy,Single
9069,Two human powered boats in the delta during a storm.,human powered boat,delta,stormy,Two
9070,Three human powered boats in the delta during a storm.,human powered boat,delta,stormy,Three
9071,"

A human powered boat in the delta amidst stormy weather.",human powered boat,delta,stormy,Multiple
9072,"

A human-powered boat in the delta amidst snowfall.",human powered boat,delta,snowy,Single
9073,Two human powered boats in the delta under snowy weather.,human powered boat,delta,snowy,Two
9074,Three human powered boats in the delta during a snowy weather.,human powered boat,delta,snowy,Three
9075,"

A human powered boat in the delta, surrounded by snow-covered banks.",human powered boat,delta,snowy,Multiple
9076,"

A human-powered boat in the delta under foggy conditions.",human powered boat,delta,foggy,Single
9077,Two human powered boats in the delta with foggy weather.,human powered boat,delta,foggy,Two
9078,Three human powered boats in the delta with foggy weather.,human powered boat,delta,foggy,Three
9079,"

A human powered boat in the foggy delta.",human powered boat,delta,foggy,Multiple
9080,"

A human-powered boat in the delta amidst windy conditions.",human powered boat,delta,windy,Single
9081,Two human powered boats in the delta under windy conditions.,human powered boat,delta,windy,Two
9082,Three human powered boats in the delta during windy weather.,human powered boat,delta,windy,Three
9083,"

A human powered boat in the delta amidst windy conditions.",human powered boat,delta,windy,Multiple
9084,"

A human-powered boat in the delta with clear weather.",human powered boat,delta,clear,Single
9085,Two human powered boats in the delta with clear weather.,human powered boat,delta,clear,Two
9086,Three human powered boats in the delta with clear weather.,human powered boat,delta,clear,Three
9087,"

Clear day in the delta with a human powered boat anchored.",human powered boat,delta,clear,Multiple
9088,Human powered boat in the offshore platform area under sunny weather.,human powered boat,offshore platform area,sunny,Single
9089,Two human powered boats in the offshore platform area under sunny conditions.,human powered boat,offshore platform area,sunny,Two
9090,Three human powered boats in the offshore platform area under sunny conditions.,human powered boat,offshore platform area,sunny,Three
9091,"

A human powered boat anchored at an offshore platform under a sunny sky.",human powered boat,offshore platform area,sunny,Multiple
9092,"

A human powered boat in the offshore platform area during cloudy weather.",human powered boat,offshore platform area,cloudy,Single
9093,Two human powered boats in the offshore platform area during cloudy weather.,human powered boat,offshore platform area,cloudy,Two
9094,Three human powered boats in the offshore platform area during cloudy weather.,human powered boat,offshore platform area,cloudy,Three
9095,"

A human powered boat anchored at an offshore platform in a cloudy weather.",human powered boat,offshore platform area,cloudy,Multiple
9096,Human powered boat in offshore platform area during rainy weather.,human powered boat,offshore platform area,rainy,Single
9097,Two human powered boats in the offshore platform area during rainy weather.,human powered boat,offshore platform area,rainy,Two
9098,Three human powered boats in the offshore platform area during rainy weather.,human powered boat,offshore platform area,rainy,Three
9099,"

A human powered boat in the offshore platform area during rainy weather.",human powered boat,offshore platform area,rainy,Multiple
9100,Human powered boat in offshore platform area during stormy weather.,human powered boat,offshore platform area,stormy,Single
9101,Two human powered boats in the offshore platform area during a storm.,human powered boat,offshore platform area,stormy,Two
9102,Three human powered boats in the offshore platform area during a storm.,human powered boat,offshore platform area,stormy,Three
