prompt,class,environment,style,amount
"

Minimalist dining room with a single long bookshelf against a wall.",bookshelf,dining room,minimalist,Multiple
A rustic style bookshelf in the dining room.,bookshelf,dining room,rustic,Single
Two bookshelves in a dining room with a rustic style.,bookshelf,dining room,rustic,Two
Three bookshelves in a rustic dining room.,bookshelf,dining room,rustic,Three
"

A dining room with a rustic theme, featuring a large, wooden bookshelf adorned with natural textures and earthy tones.",bookshelf,dining room,rustic,Multiple
"

A bookshelf in the dining room with an industrial style.",bookshelf,dining room,industrial,Single
Two bookshelves in a dining room with an industrial style.,bookshelf,dining room,industrial,Two
Three bookshelves in a dining room with an industrial style.,bookshelf,dining room,industrial,Three
"

A dining room with an industrial style, featuring a bookshelf.",bookshelf,dining room,industrial,Multiple
"A bookshelf in the dining room, adorned with gold accents and velvet textures.",bookshelf,dining room,luxury,Single
Two bookshelves in a dining room with a luxury style.,bookshelf,dining room,luxury,Two
Three bookshelves in a dining room with a luxury style.,bookshelf,dining room,luxury,Three
"

A dining room adorned with a grand, luxury-style bookshelf, showcasing an exquisite collection of leather-bound books and elegant decorative pieces.",bookshelf,dining room,luxury,Multiple
A vintage bookshelf in the dining room.,bookshelf,dining room,vintage,Single
Two bookshelves in a dining room with a vintage style.,bookshelf,dining room,vintage,Two
Three bookshelves in a dining room with a vintage style.,bookshelf,dining room,vintage,Three
"

A vintage dining room with a wooden bookshelf against a distressed brick wall.",bookshelf,dining room,vintage,Multiple
A bookshelf in the dining room with a scandinavian style.,bookshelf,dining room,scandinavian,Single
Two bookshelves in a dining room with a Scandinavian style.,bookshelf,dining room,scandinavian,Two
Three bookshelves in a dining room with a Scandinavian style.,bookshelf,dining room,scandinavian,Three
"

A dining room featuring a Scandinavian-style bookshelf.",bookshelf,dining room,scandinavian,Multiple
"

A bookshelf in the dining room with a messy style.",bookshelf,dining room,messy,Single
Two bookshelves in the dining room with a messy style.,bookshelf,dining room,messy,Two
Three bookshelves in a dining room with a messy style.,bookshelf,dining room,messy,Three
"

A dining room with a messy style, cluttered with various items, featuring a bookshelf overflowing with books and trinkets.",bookshelf,dining room,messy,Multiple
A single bookshelf in a clean dining room.,bookshelf,dining room,clean,Single
Two bookshelves in a clean dining room.,bookshelf,dining room,clean,Two
Three bookshelves in a clean dining room.,bookshelf,dining room,clean,Three
"

A dining room with a clean, minimalist design featuring a bookshelf.",bookshelf,dining room,clean,Multiple
A bookshelf in the dining room with a cozy style.,bookshelf,dining room,cozy,Single
Two bookshelves in a dining room with a cozy style.,bookshelf,dining room,cozy,Two
Three bookshelves in a cozy dining room.,bookshelf,dining room,cozy,Three
"

A dining room with a warm and inviting atmosphere, featuring a wooden bookshelf filled with books and decorated with cozy knick-knacks.",bookshelf,dining room,cozy,Multiple
A modern style bookshelf in the garage.,bookshelf,garage,modern,Single
Two bookshelves in a modern garage.,bookshelf,garage,modern,Two
Three bookshelves in a garage with a modern style.,bookshelf,garage,modern,Three
Modern style garage with three bookshelves.,bookshelf,garage,modern,Multiple
"

Minimalist style garage with a single bookshelf.",bookshelf,garage,minimalist,Single
Two bookshelves in a garage with a minimalist style.,bookshelf,garage,minimalist,Two
Three bookshelves in a garage with a minimalist design.,bookshelf,garage,minimalist,Three
"

Minimalist garage with a single bookshelf against the wall.",bookshelf,garage,minimalist,Multiple
A rustic style bookshelf in the garage.,bookshelf,garage,rustic,Single
Two bookshelves in a garage with a rustic style.,bookshelf,garage,rustic,Two
Three bookshelves in a garage with a rustic style.,bookshelf,garage,rustic,Three
"

A rustic garage with a wooden bookshelf against the brick wall.",bookshelf,garage,rustic,Multiple
"

A garage with an industrial theme, showcasing a single bookshelf. The bookshelf is constructed from metal pipes and wooden shelves, with exposed bolts and rivets adding to its rugged charm. The shelves are st",bookshelf,garage,industrial,Single
Two bookshelves in a garage with an industrial style.,bookshelf,garage,industrial,Two
Three bookshelves in a garage with an industrial style.,bookshelf,garage,industrial,Three
"

Garage with an industrial style: A bookshelf made of metal pipes and wooden shelves.",bookshelf,garage,industrial,Multiple
"

A bookshelf in the garage, adorned with polished wood and gold accents, showcasing an elegant collection of leather-bound books.",bookshelf,garage,luxury,Single
Two bookshelves in a garage with a luxury style.,bookshelf,garage,luxury,Two
Three bookshelves in a garage with a luxury style.,bookshelf,garage,luxury,Three
"

A garage filled with a luxurious bookshelf, adorned with gold accents and velvet lining.",bookshelf,garage,luxury,Multiple
A vintage bookshelf in the garage.,bookshelf,garage,vintage,Single
Two bookshelves in the garage with a vintage style.,bookshelf,garage,vintage,Two
Three bookshelves in the garage with a vintage style.,bookshelf,garage,vintage,Three
"

A vintage-style bookshelf in a cluttered garage.",bookshelf,garage,vintage,Multiple
"

A single bookshelf in a garage with a Scandinavian design. Wooden, minimalist style, with clean lines and a natural finish.",bookshelf,garage,scandinavian,Single
Two bookshelves in a garage with a Scandinavian style.,bookshelf,garage,scandinavian,Two
Three bookshelves in a garage with a Scandinavian style.,bookshelf,garage,scandinavian,Three
"

A garage filled with Scandinavian-style bookshelves.",bookshelf,garage,scandinavian,Multiple
"

A bookshelf in the garage with a messy style.",bookshelf,garage,messy,Single
Two bookshelves in a garage with a messy style.,bookshelf,garage,messy,Two
Three bookshelves in a cluttered garage.,bookshelf,garage,messy,Three
"

A messy garage with a cluttered bookshelf.",bookshelf,garage,messy,Multiple
"A clean, single bookshelf in the garage.",bookshelf,garage,clean,Single
Two bookshelves in a tidy garage.,bookshelf,garage,clean,Two
Three bookshelves in a tidy garage.,bookshelf,garage,clean,Three
"

A clean, organized garage with a wooden bookshelf against one wall.",bookshelf,garage,clean,Multiple
A bookshelf in the garage with a cozy style.,bookshelf,garage,cozy,Single
Two bookshelves in a garage with a cozy style.,bookshelf,garage,cozy,Two
Three bookshelves in a garage with a cozy style.,bookshelf,garage,cozy,Three
"

A garage with a cozy style, featuring a wooden bookshelf filled with books and decorated with fairy lights.",bookshelf,garage,cozy,Multiple
A bookshelf in a home office with a modern design.,bookshelf,home office,modern,Single
Two bookshelves in a home office with a modern style.,bookshelf,home office,modern,Two
Three bookshelves in a home office with a modern style.,bookshelf,home office,modern,Three
A bookshelf in a home office with a modern design.,bookshelf,home office,modern,Multiple
"

A minimalist home office with a single bookshelf against the wall, clean lines and muted colors.",bookshelf,home office,minimalist,Single
Two bookshelves in a home office with a minimalist style.,bookshelf,home office,minimalist,Two
Three bookshelves in a home office with a minimalist style.,bookshelf,home office,minimalist,Three
"

Minimalist home office with a single bookshelf against the wall.",bookshelf,home office,minimalist,Multiple
"

A bookshelf in a home office with a rustic design.",bookshelf,home office,rustic,Single
Two bookshelves in a home office with a rustic style.,bookshelf,home office,rustic,Two
Three bookshelves in a home office with a rustic style.,bookshelf,home office,rustic,Three
"

A rustic-style home office with a large, wooden bookshelf against one wall.",bookshelf,home office,rustic,Multiple
"

A bookshelf in a home office with an industrial style.",bookshelf,home office,industrial,Single
Two bookshelves in a home office with an industrial style.,bookshelf,home office,industrial,Two
Three bookshelves in a home office with an industrial style.,bookshelf,home office,industrial,Three
"

A home office with an industrial style, featuring a large bookshelf with exposed brick walls as its backdrop. The bookshelf is made of metal pipes and wooden shelves, holding an eclectic collection of books and office supplies",bookshelf,home office,industrial,Multiple
"A bookshelf in a home office with a luxurious design, adorned with gold accents and velvet lining.",bookshelf,home office,luxury,Single
Two bookshelves in a home office with a luxury style.,bookshelf,home office,luxury,Two
Three bookshelves in a home office with a luxury style.,bookshelf,home office,luxury,Three
"

A bookshelf in a home office, adorned with rich, dark wood and gold accents, filled with leather-bound books and antique trinkets.",bookshelf,home office,luxury,Multiple
A bookshelf in a home office with a vintage style.,bookshelf,home office,vintage,Single
Two bookshelves in a home office with a vintage style.,bookshelf,home office,vintage,Two
Three bookshelves in a home office with a vintage style.,bookshelf,home office,vintage,Three
"

A vintage-style home office with two bookshelves.",bookshelf,home office,vintage,Multiple
"

A bookshelf in a home office with a Scandinavian style. Wooden, minimalist design, white or light-colored finish. Simple lines and clean surfaces. May include natural wood accents or open shelves.",bookshelf,home office,scandinavian,Single
Two bookshelves in a home office with a Scandinavian style.,bookshelf,home office,scandinavian,Two
Three bookshelves in a home office with a Scandinavian style.,bookshelf,home office,scandinavian,Three
"

A Scandinavian-style home office with a wooden bookshelf against a white wall. The shelves are filled with books and decorative objects in muted colors. A small potted plant sits on the top shelf, adding",bookshelf,home office,scandinavian,Multiple
"

A bookshelf in a home office filled with an eclectic mix of books, papers, and knick-knacks. The shelves are slightly uneven, adding to the messy yet charming aesthetic. The books are stacked",bookshelf,home office,messy,Single
Two bookshelves in a home office with a messy style.,bookshelf,home office,messy,Two
Three bookshelves in a home office with a messy style.,bookshelf,home office,messy,Three
"

A home office with a messy style, cluttered with papers and knickknacks. Two bookshelves overflowing with books, their spines jutting out at various angles. A desk in the corner, covered in",bookshelf,home office,messy,Multiple
A single bookshelf in a home office with a clean design.,bookshelf,home office,clean,Single
Two bookshelves in a home office with a clean style.,bookshelf,home office,clean,Two
Three bookshelves in a home office with a clean style.,bookshelf,home office,clean,Three
"

A home office with a clean style, featuring a bookshelf.",bookshelf,home office,clean,Multiple
"

A bookshelf in a home office with a warm and inviting atmosphere, filled with books and decorated with soft textures and muted colors.",bookshelf,home office,cozy,Single
Two bookshelves in a home office with a cozy style.,bookshelf,home office,cozy,Two
Three bookshelves in a home office with a cozy style.,bookshelf,home office,cozy,Three
"

A home office with a cozy style, featuring a wooden bookshelf filled with books and decorated with fairy lights.",bookshelf,home office,cozy,Multiple
A modern style bookshelf on a balcony.,bookshelf,balcony,modern,Single
Two bookshelves on a balcony with a modern design.,bookshelf,balcony,modern,Two
Three bookshelves on a balcony with a modern design.,bookshelf,balcony,modern,Three
A balcony adorned with a modern bookshelf.,bookshelf,balcony,modern,Multiple
