prompt,class,environment,style,amount
Two refrigerators in a cozy bathroom design.,refrigerator,bathroom,cozy,Two
Three refrigerators in a cozy bathroom design.,refrigerator,bathroom,cozy,Three
"A bathroom with a cozy style, featuring a refrigerator.",refrigerator,bathroom,cozy,Multiple
A single refrigerator in a dining room with a modern design.,refrigerator,dining room,modern,Single
Two refrigerators in the dining room with a modern style.,refrigerator,dining room,modern,Two
Three refrigerators in a dining room with a modern style.,refrigerator,dining room,modern,Three
"A dining room with a modern style, featuring a refrigerator.",refrigerator,dining room,modern,Multiple
"

Minimalist dining room with a single refrigerator.",refrigerator,dining room,minimalist,Single
Two refrigerators in a dining room with a minimalist style.,refrigerator,dining room,minimalist,Two
Three refrigerators in a dining room with a minimalist style.,refrigerator,dining room,minimalist,Three
"

Minimalist dining room with a refrigerator integrated into the cabinetry.",refrigerator,dining room,minimalist,Multiple
A single refrigerator in a dining room with a rustic style.,refrigerator,dining room,rustic,Single
Two refrigerators in a dining room with a rustic style.,refrigerator,dining room,rustic,Two
Three refrigerators in a rustic dining room.,refrigerator,dining room,rustic,Three
"

A dining room with a rustic style, featuring a large refrigerator.",refrigerator,dining room,rustic,Multiple
"

A single refrigerator in a dining room with an industrial style.",refrigerator,dining room,industrial,Single
Two industrial-style refrigerators in the dining room.,refrigerator,dining room,industrial,Two
Three industrial-style refrigerators in the dining room.,refrigerator,dining room,industrial,Three
"

A dining room with an industrial style, featuring a large refrigerator.",refrigerator,dining room,industrial,Multiple
A luxury refrigerator in the dining room.,refrigerator,dining room,luxury,Single
A refrigerator in the dining room with a luxury style.,refrigerator,dining room,luxury,Two
Three refrigerators in a dining room with a luxury style.,refrigerator,dining room,luxury,Three
"A large, stainless steel refrigerator with glass doors and a built-in ice maker, located in a dining room with a luxurious decor.",refrigerator,dining room,luxury,Multiple
"

A vintage refrigerator in the dining room.",refrigerator,dining room,vintage,Single
Two vintage refrigerators in the dining room.,refrigerator,dining room,vintage,Two
Three vintage refrigerators in the dining room.,refrigerator,dining room,vintage,Three
"

A vintage refrigerator in the dining room.",refrigerator,dining room,vintage,Multiple
A single refrigerator in a dining room with a scandinavian style.,refrigerator,dining room,scandinavian,Single
Two refrigerators in a dining room with a scandinavian style.,refrigerator,dining room,scandinavian,Two
Three refrigerators in a dining room with a scandinavian style.,refrigerator,dining room,scandinavian,Three
A refrigerator in the dining room with a scandinavian style.,refrigerator,dining room,scandinavian,Multiple
"A dining room with a messy style, single refrigerator.",refrigerator,dining room,messy,Single
A refrigerator in the dining room with a messy style.,refrigerator,dining room,messy,Two
Three refrigerators in a dining room with a messy style.,refrigerator,dining room,messy,Three
"

A dining room with a messy style, featuring a refrigerator.",refrigerator,dining room,messy,Multiple
A single refrigerator in a clean dining room.,refrigerator,dining room,clean,Single
Two refrigerators in a clean dining room.,refrigerator,dining room,clean,Two
Three refrigerators in a clean dining room.,refrigerator,dining room,clean,Three
"A dining room with a clean style, featuring a refrigerator.",refrigerator,dining room,clean,Multiple
A single refrigerator in a dining room with a cozy style.,refrigerator,dining room,cozy,Single
A refrigerator in the dining room with a cozy style.,refrigerator,dining room,cozy,Two
Three refrigerators in a cozy dining room.,refrigerator,dining room,cozy,Three
A refrigerator in the dining room with a rustic style.,refrigerator,dining room,cozy,Multiple
"

A modern style refrigerator in the garage.",refrigerator,garage,modern,Single
Two refrigerators in a garage with a modern style.,refrigerator,garage,modern,Two
Three refrigerators in a garage with a modern design.,refrigerator,garage,modern,Three
"

A modern style garage with a refrigerator.",refrigerator,garage,modern,Multiple
Minimalist style garage refrigerator.,refrigerator,garage,minimalist,Single
Two refrigerators in a minimalist garage.,refrigerator,garage,minimalist,Two
Three refrigerators in a minimalist garage.,refrigerator,garage,minimalist,Three
"

Minimalist style garage with a refrigerator.",refrigerator,garage,minimalist,Multiple
A rustic style refrigerator in the garage.,refrigerator,garage,rustic,Single
Two refrigerators in a garage with a rustic style.,refrigerator,garage,rustic,Two
Three refrigerators in a garage with a rustic style.,refrigerator,garage,rustic,Three
"

A rustic-style garage with a worn wooden shelf holding a refrigerator.",refrigerator,garage,rustic,Multiple
"

A garage with an industrial theme, housing a single refrigerator.",refrigerator,garage,industrial,Single
Two industrial-style refrigerators in the garage.,refrigerator,garage,industrial,Two
Three industrial-style refrigerators in the garage.,refrigerator,garage,industrial,Three
"

A garage with an industrial theme, housing a refrigerator of substantial size.",refrigerator,garage,industrial,Multiple
"A sleek, stainless steel refrigerator with a built-in ice maker and water dispenser, located in a spacious and well-lit garage.",refrigerator,garage,luxury,Single
Two luxury refrigerators in the garage.,refrigerator,garage,luxury,Two
Three refrigerators in a garage with a luxury style.,refrigerator,garage,luxury,Three
"

A high-end refrigerator with stainless steel exterior and French doors, located in a spacious and well-lit garage.",refrigerator,garage,luxury,Multiple
"

A vintage-style refrigerator in the garage.",refrigerator,garage,vintage,Single
Two vintage refrigerators in the garage.,refrigerator,garage,vintage,Two
Three vintage refrigerators in the garage.,refrigerator,garage,vintage,Three
"

A vintage refrigerator in the garage.",refrigerator,garage,vintage,Multiple
"

A single refrigerator in a garage with a Scandinavian design.",refrigerator,garage,scandinavian,Single
Two refrigerators in a garage with a Scandinavian style.,refrigerator,garage,scandinavian,Two
Three refrigerators in a garage with a Scandinavian style.,refrigerator,garage,scandinavian,Three
"

A Scandinavian-style garage with a refrigerator integrated into the design, featuring minimalist decor and natural materials.",refrigerator,garage,scandinavian,Multiple
A refrigerator in the garage with wires and tools scattered around it.,refrigerator,garage,messy,Single
Two refrigerators in a garage with a messy style.,refrigerator,garage,messy,Two
Three refrigerators in a garage with a messy style.,refrigerator,garage,messy,Three
"

A garage filled with clutter, including an old refrigerator with food spills and dust on its surface.",refrigerator,garage,messy,Multiple
"A single refrigerator in a clean, garage setting.",refrigerator,garage,clean,Single
Two refrigerators in a clean garage.,refrigerator,garage,clean,Two
Three refrigerators in a garage with a clean design.,refrigerator,garage,clean,Three
"

A clean-styled garage with a refrigerator.",refrigerator,garage,clean,Multiple
A refrigerator in the garage with a cozy style.,refrigerator,garage,cozy,Single
Two refrigerators in a garage with a cozy style.,refrigerator,garage,cozy,Two
Three refrigerators in a cozy garage style.,refrigerator,garage,cozy,Three
"

A garage with a cozy style, featuring a refrigerator integrated into a rustic wooden cabinet.",refrigerator,garage,cozy,Multiple
A modern style home office with a single refrigerator.,refrigerator,home office,modern,Single
Two refrigerators in a home office with a modern style.,refrigerator,home office,modern,Two
Three refrigerators in a home office with a modern style.,refrigerator,home office,modern,Three
A modern style home office with a refrigerator.,refrigerator,home office,modern,Multiple
"

Minimalist style home office with a single refrigerator.",refrigerator,home office,minimalist,Single
Two refrigerators in a home office with a minimalist style.,refrigerator,home office,minimalist,Two
