,prompt,class,environment,weather,amount
15028,"

A single train in a residential area shrouded in fog.",train,residential,foggy,Single
15029,"

Two trains in a residential area shrouded in fog.",train,residential,foggy,Two
15030,Three trains in a residential area shrouded in fog.,train,residential,foggy,Three
15031,"

A train passing through a residential area in the fog.",train,residential,foggy,Multiple
15032,"

A single train in a residential area during a windy day.",train,residential,windy,Single
15033,Two trains in a residential area during a windy weather.,train,residential,windy,Two
15034,Three trains in a quiet residential area during a windy day.,train,residential,windy,Three
15035,"

A train passing through a residential area on a windy day.",train,residential,windy,Multiple
15036,"

A single train in a residential area with clear weather.",train,residential,clear,Single
15037,Two trains in a residential area with clear weather.,train,residential,clear,Two
15038,Three trains in a quiet residential area under clear skies.,train,residential,clear,Three
15039,"

A clear day. A train passing through a quiet residential area.",train,residential,clear,Multiple
15040,"

A single train in the business district under a sunny sky.",train,business_district,sunny,Single
15041,"Two trains in the business district, sunny weather.",train,business_district,sunny,Two
15042,Three trains in the business district with a sunny weather.,train,business_district,sunny,Three
15043,"

A red train idling in the business district under a clear, sunny sky.",train,business_district,sunny,Multiple
15044,"

A single train in the business district under cloudy weather.",train,business_district,cloudy,Single
15045,"Two trains in the business district, weather: cloudy.",train,business_district,cloudy,Two
15046,Three trains in the business district with a cloudy weather.,train,business_district,cloudy,Three
15047,"

A train passing through the business district under cloudy weather.",train,business_district,cloudy,Multiple
15048,"

A single train in the business district during rainy weather.",train,business_district,rainy,Single
15049,Two trains in the business district during rainy weather.,train,business_district,rainy,Two
15050,Three trains in the business district during rainy weather.,train,business_district,rainy,Three
15051,"

A rainy business district. A train idles at the station, its windows reflecting the slick pavement and glistening buildings around it. The platform is empty, save for a few rain-soaked commuters h",train,business_district,rainy,Multiple
15052,"

A single train in the business district during a storm.",train,business_district,stormy,Single
15053,Two trains in the business district during a storm.,train,business_district,stormy,Two
15054,Three trains in the business district during a storm.,train,business_district,stormy,Three
15055,"

A train in the business district during a stormy weather.",train,business_district,stormy,Multiple
15056,"

A single train in the business district, shrouded in snowfall.",train,business_district,snowy,Single
15057,"Two trains in the business district, shrouded in snow.",train,business_district,snowy,Two
15058,"Three trains in the business district, weather like snowy.",train,business_district,snowy,Three
15059,"

A train in the business district, shrouded in snowfall.",train,business_district,snowy,Multiple
15060,"

A single train in the business district, shrouded by fog.",train,business_district,foggy,Single
15061,"

Two trains in the business district, shrouded in fog.",train,business_district,foggy,Two
15062,Three trains in the business district shrouded in fog.,train,business_district,foggy,Three
15063,"

A train shrouded in fog, navigating the business district.",train,business_district,foggy,Multiple
15064,"

A single train in the business district under windy weather.",train,business_district,windy,Single
15065,"Two trains in the business district, weather: windy.",train,business_district,windy,Two
15066,Three trains in the business district during a windy day.,train,business_district,windy,Three
15067,"

A train passing through the business district on a windy day.",train,business_district,windy,Multiple
15068,"

A single train in the business district with clear weather.",train,business_district,clear,Single
15069,Two trains in the business district with clear weather.,train,business_district,clear,Two
15070,Three trains in the business district with clear weather.,train,business_district,clear,Three
15071,"

A train passing through the business district under clear skies.",train,business_district,clear,Multiple
15072,"

A single train in a shopping mall under a sunny sky.",train,shopping_mall,sunny,Single
15073,"Two trains in a shopping mall, sunny weather.",train,shopping_mall,sunny,Two
15074,"Three trains in a shopping mall, sunny weather.",train,shopping_mall,sunny,Three
15075,"

A sunny shopping mall. A train with red and blue carriages parked near a fountain.",train,shopping_mall,sunny,Multiple
15076,"

A single train in a shopping mall during cloudy weather.",train,shopping_mall,cloudy,Single
15077,"

Two trains in a shopping mall, weather: cloudy.",train,shopping_mall,cloudy,Two
15078,"Three trains in a shopping mall, weather: cloudy.",train,shopping_mall,cloudy,Three
15079,"

A train passing through a shopping mall during cloudy weather.",train,shopping_mall,cloudy,Multiple
15080,"

A single train in a shopping mall during rainy weather.",train,shopping_mall,rainy,Single
15081,Two trains in a shopping mall during rainy weather.,train,shopping_mall,rainy,Two
15082,Three trains in a shopping mall during rainy weather.,train,shopping_mall,rainy,Three
15083,"

A rainy shopping mall. A train with red and blue carriages idles at the station, its windows reflecting the slick pavement outside. Shoppers huddle under umbrellas, their reflections dist",train,shopping_mall,rainy,Multiple
15084,"

A single train in a shopping mall during a storm.",train,shopping_mall,stormy,Single
15085,Two trains in a shopping mall during a storm.,train,shopping_mall,stormy,Two
15086,Three trains in a shopping mall during a storm.,train,shopping_mall,stormy,Three
15087,"

A train in a shopping mall during a storm. Heavy rain pours down from the skylight, creating puddles on the floor. The train's engine hisses as it tries to power through the flooded area.",train,shopping_mall,stormy,Multiple
15088,"

A single train in a shopping mall, surrounded by holiday decorations. Snowflakes gently fall from the ceiling, blanketing the mall in a winter wonderland. The train, adorned with twinkling lights and holiday",train,shopping_mall,snowy,Single
15089,Two trains in a shopping mall during a snowy weather.,train,shopping_mall,snowy,Two
15090,"Three trains in a shopping mall, weather like snowy.",train,shopping_mall,snowy,Three
15091,"

A train in a shopping mall, surrounded by snowdrifts.",train,shopping_mall,snowy,Multiple
15092,"

A single train in a shopping mall amidst foggy conditions.",train,shopping_mall,foggy,Single
15093,"

Two trains in a shopping mall, shrouded in fog.",train,shopping_mall,foggy,Two
15094,"Three trains in a shopping mall, shrouded in fog.",train,shopping_mall,foggy,Three
15095,"

A train shrouded in fog, meandering through the shopping mall.",train,shopping_mall,foggy,Multiple
15096,"

A single train in a shopping mall during a windy day.",train,shopping_mall,windy,Single
15097,Two trains in a shopping mall during windy weather.,train,shopping_mall,windy,Two
15098,Three trains in a shopping mall during windy weather.,train,shopping_mall,windy,Three
15099,"

A train on the shopping mall track, surrounded by autumn leaves, under a windy sky.",train,shopping_mall,windy,Multiple
15100,"

A single train in a shopping mall with clear weather.",train,shopping_mall,clear,Single
15101,Two trains in a shopping mall with clear weather.,train,shopping_mall,clear,Two
15102,Three trains in a shopping mall with clear weather.,train,shopping_mall,clear,Three
15103,"

Clear weather in a shopping mall. A train with multiple carriages passes through.",train,shopping_mall,clear,Multiple
15104,"

A single train on a sunny street.",train,street,sunny,Single
15105,Two trains on a sunny street.,train,street,sunny,Two
15106,Three trains on the tracks in a sunny street.,train,street,sunny,Three
15107,"

A train passing through a sunny street with colorful houses along the sides.",train,street,sunny,Multiple
15108,"

A single train on a city street under overcast skies.",train,street,cloudy,Single
15109,Two trains on a street in cloudy weather.,train,street,cloudy,Two
15110,Three trains on the tracks in a cloudy street.,train,street,cloudy,Three
15111,"

A train passing through a cloudy street.",train,street,cloudy,Multiple
15112,"

A single train on a wet street under the pouring rain.",train,street,rainy,Single
15113,Two trains on a wet street in the rain.,train,street,rainy,Two
15114,Three trains on the tracks in the rain.,train,street,rainy,Three
15115,"

A rainy street with a stopped train, its windows reflecting the pitter-patter of raindrops.",train,street,rainy,Multiple
15116,"

A single train on a wet, stormy street.",train,street,stormy,Single
15117,Two trains on the street during a storm.,train,street,stormy,Two
15118,Three trains on the tracks during a storm.,train,street,stormy,Three
15119,"

A train on the tracks, shrouded in a stormy haze, rain pelting down relentlessly, thunder rumbling in the distance.",train,street,stormy,Multiple
15120,"

A single train on a snow-covered street.",train,street,snowy,Single
15121,"Two trains in the street, weather like snow.",train,street,snowy,Two
